ACCOUNT_NO,REFNO,BILLDT_A,MonthsDiff,am
85074640,1003074369,11/30/2018,4,18.5
99502239,1003562341,11/30/2018,4,135.865
92230994,1000793809,2/28/2018,13,0.2
69155811,1005892784,3/31/2019,0,5.03
54741944,1001672720,6/30/2018,9,14
2573933,1001937309,7/31/2018,8,-1.42E-14
65063491,1001943571,7/31/2018,8,73.485
20153843,1003385171,11/30/2018,4,18
94172663,176273491,8/31/2017,19,75.5
41094396,176908805,8/31/2017,19,47
2628983,176941309,8/31/2017,19,14.5
95865160,1002418460,9/30/2018,6,6
99990969,1002447570,9/30/2018,6,18
97174040,1002538926,10/31/2018,5,9
96026042,1002483613,10/31/2018,5,10
92984400,1002647246,10/31/2018,5,13.5
98780050,1002729284,10/31/2018,5,20.75
68814239,168046647,2/28/2017,25,37.25
82416874,168007204,2/28/2017,25,61.005
98407107,1005550265,2/28/2019,1,17
74760427,1000808750,2/28/2018,13,19.75
59129414,1000685728,2/28/2018,13,70.08
98699362,1004181452,12/31/2018,3,68
97558527,1004461386,12/31/2018,3,9
97621675,1004236584,12/31/2018,3,12
92214289,1000163471,11/30/2017,16,21
82834775,1000180279,11/30/2017,16,48.9
66436370,1000159549,11/30/2017,16,18
98552855,1006291965,3/31/2019,0,10
97816292,1003402335,11/30/2018,4,14
93516666,178851751,10/31/2017,17,39
94305729,178829351,10/31/2017,17,38
58383657,180120224,10/31/2017,17,40.195
95827134,178807297,10/31/2017,17,49
91008918,178923179,10/31/2017,17,53.5
69090208,179201816,10/31/2017,17,11
91698730,178904064,10/31/2017,17,22.5
94546230,1002489644,10/31/2018,5,10
95996035,1002616579,10/31/2018,5,10
4166152,1002644579,10/31/2018,5,111.095
43205380,1002494040,10/31/2018,5,16.5
98415190,1002539011,10/31/2018,5,18
65535297,1002653725,10/31/2018,5,10
55691640,1005394161,2/28/2019,1,15
11417882,1005245943,2/28/2019,1,62.87
56605936,1004768752,1/31/2019,2,86.725
94637027,176263882,8/31/2017,19,35.42
74296644,176495769,8/31/2017,19,20.25
70219953,176533539,8/31/2017,19,51
85279584,176440520,8/31/2017,19,18
63553922,1004780210,1/31/2019,2,39
73513830,1004843712,1/31/2019,2,12
97291900,1000290404,12/31/2017,15,50
97288690,1000433769,12/31/2017,15,40.045
94194531,1000384508,12/31/2017,15,42.905
67543145,1000302479,12/31/2017,15,10
96319896,1005529397,2/28/2019,1,11
97087245,1006286146,3/31/2019,0,9
6968727,1004636674,1/31/2019,2,58.88
97064944,1005130963,1/31/2019,2,14.5
97652532,1000544106,1/31/2018,14,50
76721711,1000624038,1/31/2018,14,19
74689563,1000568403,1/31/2018,14,16.26
92136631,168078431,2/28/2017,25,27.18
96501431,1004179152,12/31/2018,3,11
98474388,1004479901,12/31/2018,3,18
99848326,1006019723,3/31/2019,0,18
74001553,1005392569,2/28/2019,1,58.4
100018440,1005698589,2/28/2019,1,15
72946027,1001895376,7/31/2018,8,23.58
99204940,1001821752,7/31/2018,8,43.16
80044700,1001538168,5/31/2018,10,1.42E-14
84337874,1001444967,5/31/2018,10,10
85459203,1001117656,4/30/2018,11,20
99518272,1001228151,4/30/2018,11,107.47
32101661,1001127509,4/30/2018,11,190.665
6909851,1001300489,4/30/2018,11,3.55E-15
60789748,1001240354,4/30/2018,11,48.7
95574931,1001160307,4/30/2018,11,10
99070881,1003582725,11/30/2018,4,18
100052769,1003396536,11/30/2018,4,15
94534445,1003107114,11/30/2018,4,180
93480015,1003526882,11/30/2018,4,97.02
95642730,1000961562,3/31/2018,12,21
82080732,187303010,3/31/2018,12,20.25
95234184,1000943050,3/31/2018,12,48
34273852,1000916754,3/31/2018,12,31.21
64503975,1000945154,3/31/2018,12,201
94043437,1005980680,3/31/2019,0,66.81
47065813,1001307817,4/30/2018,11,12
6365176,1001279652,4/30/2018,11,23.43
93380173,1001117275,4/30/2018,11,17
99561475,1006017104,3/31/2019,0,16.5
93731360,173846735,6/30/2017,21,37
55981604,174220439,6/30/2017,21,18
92761574,173862740,6/30/2017,21,29
97066485,1001779210,6/30/2018,9,12
98698850,1001568301,6/30/2018,9,14
98536485,1001769044,6/30/2018,9,15
95668573,1001662364,6/30/2018,9,19
98051570,1006288270,3/31/2019,0,11
59399200,1006160246,3/31/2019,0,268
98449060,1002044627,8/31/2018,7,21
94500630,1002155043,8/31/2018,7,11
99124853,1002067231,8/31/2018,7,51.05
98822494,1002175726,8/31/2018,7,18
77073721,1002017328,8/31/2018,7,-7.11E-15
99879001,1005569438,2/28/2019,1,69.99
86820140,1005609237,2/28/2019,1,18
95427764,1002591979,10/31/2018,5,10
97009088,1002698592,10/31/2018,5,9
92144937,1002526287,10/31/2018,5,8.5
74286780,1002710661,10/31/2018,5,10
42748756,1002562449,10/31/2018,5,20.9
95425883,1000388615,12/31/2017,15,33.905
92058097,1000433485,12/31/2017,15,19
92270281,1000263543,12/31/2017,15,19
95025066,1000439800,12/31/2017,15,42.905
93249548,1000437550,12/31/2017,15,11
82792616,1000319165,12/31/2017,15,41.645
75466521,1002494011,10/31/2018,5,17
99590736,1002563588,10/31/2018,5,18
66686969,1006174764,3/31/2019,0,8.5
99455730,1006016170,3/31/2019,0,18
99480104,1003457869,11/30/2018,4,18
99147919,1003355412,11/30/2018,4,21
75185416,175228393,7/31/2017,20,51
91956614,175011701,7/31/2017,20,23
93662890,174987861,7/31/2017,20,47
72159170,175254978,7/31/2017,20,47
98021140,1006288041,3/31/2019,0,11
40847093,1004523188,12/31/2018,3,17
97106720,1004054949,12/31/2018,3,10.5
69008206,1004331517,12/31/2018,3,64.3
97302417,1000351839,12/31/2017,15,51
47545586,1000272033,12/31/2017,15,19
95990276,1002420684,9/30/2018,6,10
99560446,1002322574,9/30/2018,6,28
74807481,1002281459,9/30/2018,6,18
58403516,1000538583,1/31/2018,14,16.97
68990236,1000443089,1/31/2018,14,37.885
14351481,1000540567,1/31/2018,14,17.54
9082177,1001427970,5/31/2018,10,21.65
93098637,1001393201,5/31/2018,10,14
68372930,1001489978,5/31/2018,10,10
99546929,1001422303,5/31/2018,10,57
98836420,1002243767,8/31/2018,7,18
7880467,1002218613,8/31/2018,7,15
98965165,1001670795,6/30/2018,9,34
3424303,1001581653,6/30/2018,9,33.275
95026642,1001750442,6/30/2018,9,8
93251336,1001680758,6/30/2018,9,12
98757817,1006295685,3/31/2019,0,18
99303255,1006300486,3/31/2019,0,11
71885936,1005899810,3/31/2019,0,1.29
43594268,176648154,8/31/2017,19,39
55690208,176647271,8/31/2017,19,33.9
94514987,1002579584,10/31/2018,5,8
97215971,1002704783,10/31/2018,5,11
70064866,1001467046,5/31/2018,10,73.14
93572062,1001405564,5/31/2018,10,11
53997128,1001552499,5/31/2018,10,9
90893827,172575982,5/31/2017,22,18
66550579,173687371,5/31/2017,22,6.84
92858958,172530660,5/31/2017,22,29
42799272,1001186807,4/30/2018,11,78.295
75804839,1001225010,4/30/2018,11,80.51
92899663,1001319966,4/30/2018,11,76.825
99089117,1001103197,4/30/2018,11,61.71
98133585,1001322158,4/30/2018,11,58.7
59760771,1001184987,4/30/2018,11,56
95127239,1001240170,4/30/2018,11,16
95794724,177512751,9/30/2017,18,59.451
91952190,177591418,9/30/2017,18,23
94515931,1004998363,1/31/2019,2,210
93530031,173849115,6/30/2017,21,47.05
92155716,173873305,6/30/2017,21,68.125
51402361,1000294358,12/31/2017,15,34.295
100070670,1005062016,1/31/2019,2,106.64
98248418,1000564624,1/31/2018,14,44.42
70219953,1000447952,1/31/2018,14,12
94080276,1004456971,12/31/2018,3,74
92565530,1003996575,12/31/2018,3,43
93273836,171092016,4/30/2017,23,13.2
93323190,171090717,4/30/2017,23,16.635
93202362,1004117693,12/31/2018,3,64.68
98662739,1004281772,12/31/2018,3,17
29049489,1004071427,12/31/2018,3,17
40862793,1004520135,12/31/2018,3,49
84184176,1005936337,3/31/2019,0,1.29
72028221,1001281143,4/30/2018,11,8
93108230,1001213371,4/30/2018,11,13.5
93963476,1001147992,4/30/2018,11,8
98785011,1001256751,4/30/2018,11,55.7
2154808,1002656664,10/31/2018,5,22.305
61124035,1002594162,10/31/2018,5,200
32972453,1002553286,10/31/2018,5,29
68358921,1002518834,10/31/2018,5,10
93573947,1000151367,11/30/2017,16,38
96844176,1000128981,11/30/2017,16,50
92019780,1000089712,11/30/2017,16,19
93901021,1000069389,11/30/2017,16,19
94376580,1000188269,11/30/2017,16,47
96955028,1004179218,12/31/2018,3,14
70024443,1001562322,6/30/2018,9,39.7
42824369,1001775239,6/30/2018,9,42.7
60239979,1001700108,6/30/2018,9,62
93415606,1004084844,12/31/2018,3,56.665
99006765,1005689444,2/28/2019,1,11
2510595,1004578070,1/31/2019,2,77.95
83663484,1002376627,9/30/2018,6,45.324
64081369,1002467128,9/30/2018,6,91.365
72435288,1002412465,9/30/2018,6,10
60627475,179172836,10/31/2017,17,15
82499020,179253785,10/31/2017,17,28.25
92720250,178881070,10/31/2017,17,10
96758030,178785178,10/31/2017,17,30.55
94287272,1000212854,11/30/2017,16,65.8
85251847,180413059,11/30/2017,16,25
47553376,1000122621,11/30/2017,16,10.5
91492830,167998351,2/28/2017,25,47.44
88448460,168003763,2/28/2017,25,55.825
95397887,1001672630,6/30/2018,9,19
99136545,1001023246,3/31/2018,12,38.42
8700254,1001037352,3/31/2018,12,11
63760125,1001419985,5/31/2018,10,12
56347480,1000245247,12/31/2017,15,20.03
58554300,1000312721,12/31/2017,15,6
94305729,1000337404,12/31/2017,15,26.775
96772487,1000290360,12/31/2017,15,50
93586036,1002465504,9/30/2018,6,12
97291596,1002273138,9/30/2018,6,11
98630465,1005038800,1/31/2019,2,17
73870535,1002102894,8/31/2018,7,10
51023131,1001954693,7/31/2018,8,10
95472356,1001823461,7/31/2018,8,18
53291529,1001954717,7/31/2018,8,10
56246493,1001836627,7/31/2018,8,5
98123889,1001946569,7/31/2018,8,18
93012469,1001794785,7/31/2018,8,13
62018164,1001971431,7/31/2018,8,9
55599473,1001258560,4/30/2018,11,12
6668422,1001322988,4/30/2018,11,3.55E-15
53668200,1000834965,2/28/2018,13,170.38
62920005,1005351113,2/28/2019,1,261
2416165,1003218991,11/30/2018,4,1.07E-14
99056318,1003351249,11/30/2018,4,17
93915597,1003219707,11/30/2018,4,85
92659858,1003197062,11/30/2018,4,32
99603949,1002308271,9/30/2018,6,18
93758893,1002269049,9/30/2018,6,10
93498640,1002465497,9/30/2018,6,13
98041174,1005030030,1/31/2019,2,12
13895965,176827421,8/31/2017,19,17
57690005,176698441,8/31/2017,19,24.63
92730620,176301649,8/31/2017,19,27.5
94416590,176269892,8/31/2017,19,49
60540862,176602131,8/31/2017,19,58
94214128,1001682613,6/30/2018,9,9
99652900,1001779426,6/30/2018,9,54
95567276,1001584588,6/30/2018,9,23
74014109,1005906770,3/31/2019,0,38.5
83576459,1003233111,11/30/2018,4,3.5
29318506,1003267785,11/30/2018,4,11
13778730,1003274249,11/30/2018,4,7.77E-16
84007060,1000213034,11/30/2017,16,10.3
46086493,176223288,7/31/2017,20,28.115
90496085,175057761,7/31/2017,20,17
31642445,1005226443,2/28/2019,1,17.4
99463714,1004314658,12/31/2018,3,18
82367632,166840767,1/31/2017,26,-3.55E-15
22508193,167268433,1/31/2017,26,102.42
94787554,1003434858,11/30/2018,4,152
99559470,1003404650,11/30/2018,4,15
91818941,1003190028,11/30/2018,4,20
99463957,1005059148,1/31/2019,2,18
71015220,1004366760,12/31/2018,3,49.04
48083823,170234467,3/31/2017,24,40
69150448,179199376,10/31/2017,17,17
99680750,1006303967,3/31/2019,0,16.5
15995148,1005805542,3/31/2019,0,136
98354140,1001176871,4/30/2018,11,55.7
96744698,1001203269,4/30/2018,11,16.2
97524270,1001264814,4/30/2018,11,50
54789370,1001857884,7/31/2018,8,-1.42E-14
68172357,1001928983,7/31/2018,8,93.31
69606110,1001991732,7/31/2018,8,22.63
94707844,1001872697,7/31/2018,8,8
97393514,1001885095,7/31/2018,8,16.13
2782911,1004071653,12/31/2018,3,41.255
93819341,1004269905,12/31/2018,3,59.585
68069145,1005465669,2/28/2019,1,17
94837375,1001223764,4/30/2018,11,10
93999446,1001137602,4/30/2018,11,19
34292068,1001205508,4/30/2018,11,16
93312179,1000279990,12/31/2017,15,10.4
74948994,1000428667,12/31/2017,15,37.52
92083195,1000320883,12/31/2017,15,16
94214013,176272771,8/31/2017,19,58
94539662,176266914,8/31/2017,19,78.315
95626657,176243336,8/31/2017,19,17.55
54598874,176622851,8/31/2017,19,9
95709472,176238502,8/31/2017,19,12.515
9692990,1000689787,2/28/2018,13,42.645
68777802,1000861616,2/28/2018,13,29
96761222,1000781900,2/28/2018,13,50
93934970,1000761151,2/28/2018,13,9
77194410,1001683284,6/30/2018,9,7.11E-15
98752601,1001752698,6/30/2018,9,15
97921452,1001601064,6/30/2018,9,48
98697237,1001728129,6/30/2018,9,11
41543166,1001584655,6/30/2018,9,37.19
52608300,1001705670,6/30/2018,9,24.75
84538612,1000156889,11/30/2017,16,30.14
59203523,1000568753,1/31/2018,14,40
96812102,1000556328,1/31/2018,14,30
34822197,184079339,1/31/2018,14,20.25
69457803,1000597453,1/31/2018,14,50
80836458,1000531905,1/31/2018,14,10
55460902,1005867349,3/31/2019,0,15
52880400,1006351524,3/31/2019,0,18
45310543,1003498987,11/30/2018,4,9
74286780,179086900,10/31/2017,17,83.735
90916256,178924949,10/31/2017,17,8.5
96721133,178787287,10/31/2017,17,17.985
93802158,178868227,10/31/2017,17,58
93326210,178864834,10/31/2017,17,47
94322648,178863037,10/31/2017,17,49
60190711,1002026423,8/31/2018,7,11
97608695,1002126332,8/31/2018,7,74
100087164,1002171737,8/31/2018,7,24.29
98977222,1002097872,8/31/2018,7,31.485
51975439,1002028207,8/31/2018,7,18
94194531,1001268755,4/30/2018,11,19
85582700,1001289802,4/30/2018,11,23.2
67704293,1004055157,12/31/2018,3,10
85998655,1004423801,12/31/2018,3,14
93028647,174999760,7/31/2017,20,143.865
97418330,1000853551,2/28/2018,13,68
97706668,1000710262,2/28/2018,13,51
99752505,1002097974,8/31/2018,7,20
99730996,1001574600,6/30/2018,9,54
82365180,192477211,6/30/2018,9,30.25
60738248,1005346700,2/28/2019,1,56.06
49473360,1005310376,2/28/2019,1,10
3732319,1000339869,12/31/2017,15,-5.33E-15
97850639,1000280206,12/31/2017,15,21.225
97313294,1000349806,12/31/2017,15,50.05
97573061,1000398967,12/31/2017,15,35.42
84708906,1000358108,12/31/2017,15,21.065
62370790,170152027,3/31/2017,24,35.25
92241128,169793977,3/31/2017,24,47.065
86866084,169902378,3/31/2017,24,20.25
62870968,1000457962,1/31/2018,14,10
93776263,1000527533,1/31/2018,14,9
94075876,1000527552,1/31/2018,14,8
93478914,184128035,11/30/2017,16,39
95349029,1000083868,11/30/2017,16,55
22849282,1000038355,11/30/2017,16,55.995
96762676,1000161748,11/30/2017,16,132.26
80173998,1000101048,11/30/2017,16,7.22
50465351,1000122723,11/30/2017,16,62.615
97222975,1000196590,11/30/2017,16,1.78E-15
99547314,1002071329,8/31/2018,7,18
86778006,1002107677,8/31/2018,7,54.695
94003154,1002193897,8/31/2018,7,8
94131030,1002054469,8/31/2018,7,68
70962273,1002213490,8/31/2018,7,-1.42E-14
30744696,1002198156,8/31/2018,7,11
60576893,1001014757,3/31/2018,12,11
69629067,1001013201,3/31/2018,12,3.55E-15
95733139,1001018957,3/31/2018,12,10
80463046,1000991600,3/31/2018,12,8
89763373,1000988009,3/31/2018,12,17
96731000,1002422771,9/30/2018,6,10.5
31482867,1002328508,9/30/2018,6,21
98697882,1002357368,9/30/2018,6,29
98842110,1002308201,9/30/2018,6,17
95521550,1002622851,10/31/2018,5,95.878
99150761,1002579974,10/31/2018,5,29
99892133,1002643559,10/31/2018,5,15
97075954,1004167269,12/31/2018,3,9
99482794,1001633980,6/30/2018,9,42.7
60617251,1001722164,6/30/2018,9,75.355
100061760,1005574756,2/28/2019,1,39.065
51596799,1001115566,4/30/2018,11,16
99148304,1005562741,2/28/2019,1,18
9630442,1001105280,4/30/2018,11,30.87
46781134,1001210843,4/30/2018,11,7.11E-15
98923171,1001291582,4/30/2018,11,72.745
92219585,1001200986,4/30/2018,11,51.63
99437594,1001131887,4/30/2018,11,87.81
90813194,1005639983,2/28/2019,1,49.83
85060495,1002593748,10/31/2018,5,51.285
90924988,1002641049,10/31/2018,5,43
98419500,1005037223,1/31/2019,2,14
96245177,1003410869,11/30/2018,4,11
98862339,1003584769,11/30/2018,4,17
100197127,1003402666,11/30/2018,4,29
79960844,1003515966,11/30/2018,4,47.2
99534794,1001273212,4/30/2018,11,54.1
71184960,1001237770,4/30/2018,11,49
98855153,1001221931,4/30/2018,11,58.7
76891781,1001138119,4/30/2018,11,35.5
16251581,1005804539,3/31/2019,0,9.055
97817053,1006002815,3/31/2019,0,15
98633594,1006008913,3/31/2019,0,11
55651604,1002136998,8/31/2018,7,33.45
94978580,1000908306,3/31/2018,12,10
2894890,1000966082,3/31/2018,12,7.11E-15
65252159,1001078345,3/31/2018,12,12
7233000,1004100258,12/31/2018,3,29.8
94099303,1000300513,12/31/2017,15,26.775
97085844,1000362050,12/31/2017,15,48
94098074,1000359900,12/31/2017,15,31.905
87519628,1000386244,12/31/2017,15,29.935
75066452,182108598,12/31/2017,15,12
93483880,1000339259,12/31/2017,15,23
14387402,167408473,1/31/2017,26,68.185
99042277,1002010188,7/31/2018,8,38.935
6584093,1001795998,7/31/2018,8,56.915
83856742,1001947575,7/31/2018,8,12
70952840,1004817136,1/31/2019,2,85.12
76765647,1004867509,1/31/2019,2,18
11236656,1001584803,6/30/2018,9,49
95384870,1001688994,6/30/2018,9,10
96973511,1005997654,3/31/2019,0,10
64077627,1005880485,3/31/2019,0,18
97459392,1000490800,1/31/2018,14,50
93182557,1000453819,1/31/2018,14,14
92100090,173883108,6/30/2017,21,58
90937569,173898386,6/30/2017,21,15
94445576,1003354888,11/30/2018,4,71.005
95466836,1003561892,11/30/2018,4,190
35135256,1003142584,11/30/2018,4,16.25
98822810,1003619598,11/30/2018,4,32
96967675,1003527196,11/30/2018,4,11
95435700,178819763,10/31/2017,17,83.41
94179402,178839478,10/31/2017,17,58
69119016,1004812608,1/31/2019,2,18.8
97143583,1005044857,1/31/2019,2,11
69641456,1000116746,11/30/2017,16,23
32923843,1000112586,11/30/2017,16,8.88E-16
94131259,1000110367,11/30/2017,16,49
68685622,1000042828,11/30/2017,16,20
94235454,1000192364,11/30/2017,16,38
98688698,1002708798,10/31/2018,5,17
97239070,1004285711,12/31/2018,3,11
7943106,1004184219,12/31/2018,3,17.5
98049847,1005681812,2/28/2019,1,11
94618460,1000582768,1/31/2018,14,8
56624347,1000563148,1/31/2018,14,1.42E-14
93189825,1000650379,1/31/2018,14,27
3515539,1000608349,1/31/2018,14,28
96241913,1000558355,1/31/2018,14,40
95567069,1000570613,1/31/2018,14,58.87
54352710,1004001669,12/31/2018,3,11
7803345,1000361452,12/31/2017,15,44.2
67438404,1000337003,12/31/2017,15,11
95624557,1000429588,12/31/2017,15,40.275
95317880,1000374280,12/31/2017,15,49.03
92022820,1000359807,12/31/2017,15,23
97763512,1005680140,2/28/2019,1,11
99512580,1005693927,2/28/2019,1,15
75466752,1003500872,11/30/2018,4,14
98396614,1003449512,11/30/2018,4,15.8
50264497,1003407019,11/30/2018,4,8
69725986,1001914821,7/31/2018,8,-2.84E-14
99104027,1001928228,7/31/2018,8,30.58
98291877,1001971172,7/31/2018,8,18
58078423,1001831906,7/31/2018,8,15
53985709,1001825762,7/31/2018,8,84.025
97027080,1005675038,2/28/2019,1,11
98103337,1005547851,2/28/2019,1,12
96740590,1004988866,1/31/2019,2,9
98749146,1005020385,1/31/2019,2,31
96713495,1005995656,3/31/2019,0,11
98224050,1006005909,3/31/2019,0,16.5
52639721,1002266740,9/30/2018,6,81.605
93356020,1002375527,9/30/2018,6,7
96722071,1001666550,6/30/2018,9,10.5
95183048,1003410765,11/30/2018,4,190
99991214,1003150713,11/30/2018,4,18
52954353,1003608517,11/30/2018,4,4.6
96654235,1003539890,11/30/2018,4,12
90856673,172577773,5/31/2017,22,20
23767984,173147089,5/31/2017,22,53
92124641,172548393,5/31/2017,22,54
50250851,172956230,5/31/2017,22,58
22462715,173107784,5/31/2017,22,27
6912011,1004617300,1/31/2019,2,57.29
71954776,1001556298,6/30/2018,9,10
97253200,1001711576,6/30/2018,9,11
62889140,1001782341,6/30/2018,9,59.7
37825021,175560747,7/31/2017,20,19.25
92052915,175018245,7/31/2017,20,23
52608300,1004329422,12/31/2018,3,16.5
97458697,1002097688,8/31/2018,7,11
96829795,1005011655,1/31/2019,2,11
84010988,180416787,11/30/2017,16,20.25
93999446,1000034655,11/30/2017,16,19
97007808,1000124906,11/30/2017,16,35.825
92759051,169784826,3/31/2017,24,27.87
91910705,169798730,3/31/2017,24,58.05
92258992,169795780,3/31/2017,24,38.175
81853129,170037427,3/31/2017,24,56
96337977,1002301879,9/30/2018,6,11
94020152,1002322297,9/30/2018,6,9
93783279,172512572,5/31/2017,22,18.065
85539971,167525231,12/31/2016,27,25
93850165,176281569,8/31/2017,19,-7.11E-15
93583620,176287523,8/31/2017,19,20
100022790,1005698644,2/28/2019,1,6.8
93132888,1001324025,4/30/2018,11,14
98431079,1001197302,4/30/2018,11,21
96166435,188778976,4/30/2018,11,20
91718909,1001141933,4/30/2018,11,50
